100
2
3,13003296300818
-0,528636308143084
-0,632906848980588
-0,0095836894152117
-1,9999243071664
-1,08372359907215
-1,76378219997558
-1,1810938835307
-2,48217555853986
1,36970089122207
-1,87418630203882
0,566971065803931
1,7147137101697
2,98742766450983
1,07759003784642
2,32730313759004
1,28766450982786
-2,31580271029178
2,04745940666585
1,01778781589549
-2,02905872298865
-1,63651080454157
-0,219658161396655
-0,468067391038945
1,18262727383714
-1,96542302527164
-2,03749236967403
2,31426931998535
-1,71394701501648
0,629073373214504
0,872115736784276
1,4839384690514
-0,906617018679038
-2,12412892198755
2,87089000122085
1,94318886582835
1,49543889634965
-0,774745452325723
1,04002197533879
1,86268587474057
2,83408863386644
2,43080698327433
-2,90999145403492
2,70451715297278
1,03542180441948
-2,86322304968868
1,18416066414357
0,656674398730314
2,39860578683921
-1,75228177267733
-0,993253570992553
2,29586863630814
-0,577704797948968
0,0578854840678797
0,898183371993652
-1,07759003784642
1,36970089122207
1,62807715785618
-1,50387254303504
-2,02752533268221
-0,301694542790868
2,1808643633256
-0,560070809424979
-0,919650836283726
2,95982663899402
1,56367476498596
-1,88261994872421
-0,0517519228421435
0,185156879501892
-3,03189598339641
2,96979367598584
-0,849114882187767
-1,01318764497619
-0,876715907703577
2,21919912098645
-2,52741057257966
0,699609327310463
0,618339641069467
0,963352460017092
1,19872787205469
-0,954152118178488
-1,97845684287633
0,373763887193261
-2,58107923330485
-0,41899890123306
1,5882090098889
2,34110365034794
0,119221096325235
-0,162156024905384
2,7643193749237
0,681208643633256
2,37790501770236
2,28743498962276
0,335429129532414
0,888983030155048
1,06838969600781
-2,23146624343792
-0,0279843730924183
2,34953729703333
0,770145281406422
-0,616039555609816
2,29510194115493
3,00276156757417
-0,559304114271761
-0,419765596386278
-2,93605908924429
1,96772311073129
-0,513302405078745
1,53147356855085
-1,97308997680381
3,03956293492858
0,904316933219387
1,22402881211085
1,54144060554267
-0,629073373214504
-0,589971920400439
-1,32983274325479
-0,915050665364424
-1,35053351239165
-0,591505310706873
-2,93069222317177
0,0502185325357103
-1,85118544744231
2,41777316566964
1,13202539372482
1,39040166035893
-1,35896715907704
-2,29663533146136
-2,85325601269686
-2,08732755463313
3,07483091197656
-0,330062263459895
-2,03365889390795
2,9184251007203
2,4384739348065
-2,12336222683433
2,94449273592968
-2,09269442070565
2,59641313636919
-1,50923940910756
0,708042973995849
-2,95292638261507
2,68534977414235
-0,0410181906971063
-2,67001587107801
-1,80901721401538
-0,39906482724942
-0,781645708704676
-3,06103039921865
-1,04462214625809
-1,14889268709559
2,69761689659382
1,64801123183982
2,09422781101209
0,0019167378830427
-0,0640190452936147
-2,33190330850934
-0,615272860456598
1,99915761201319
2,60561347820779
0,706509583689416
-1,36050054938347
-0,695775851544378
1,87878647295813
0,764778415333903
1,55754120376022
2,99202783542913
2,51514345012819
2,64931510194116
0,849881577340984
-0,575404712489318
-2,1762641924063
-1,24319619094128
2,96672689537297
-3,05183005738005
1,67561225735563
0,461167134659993
1,97769014772311
-1,7599487242095
2,96212672445367
2,6332145037236
-3,11086558417776
1,79138322549139
-2,3257697472836
0,786245879623978
-2,397839091686
-1,69017946526676
-1,96235624465877
1,98535709925528
-2,48294225369308
2,45917470394335
2,55961176901477
1,88798681479673
-2,5879794896838
-2,45917470394335
2,60254669759492
1,9500891222073
-2,33803686973508
-1,4977389818093
3,08479794896838
